id,title,bibtext,publisher,date,count,unit,externalsource
PLCCCPSU,"Plenums of the Central Committee of the Communist Party of the Soviet Union, 1941-1990 From the Holdings of Russian State Archive of Contemporary History, Moscow, Russia."," (Woodbridge, CT: Research Publications, 2001. 181 reels. 659 fiches).","Woodbridge, CT: Research Publications",2001,181,reels,
PLCCCPSU,"Plenums of the Central Committee of the Communist Party of the Soviet Union, 1941-1990 From the Holdings of Russian State Archive of Contemporary History, Moscow, Russia."," (Woodbridge, CT: Research Publications, 2001. 181 reels. 659 fiches).","Woodbridge, CT: Research Publications",2001,659,fiches,
pza,Poalei Zion Archive," (Leiden: IDC, 1998--. 5,039 fiches)",Leiden: IDC,1998--,5039,fiches,
PPISC,Political Pamphlets from the Indian Subcontinent.," ([Bethesda, MD] : University Publication[s] of America, c1990. 1033 fiches).","[Bethesda, MD] : University Publication[s] of America",c1990,1033,fiches,
POLACTJWH,"Political Activities of the Johnson White House, 1963-1969."," (Frederick, MD : University Publications of America, 1987. 67 reels).","Frederick, MD : University Publications of America",1987,67,reels,
PPAREV,"Politics in the Age of Revolution, 1715-1848."," (Marlborough, Wiltshire, England : Adam Matthew Publications, 1994. 25 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",1994,25,reels,
popI,Popular newspapers during World War I.," (Marlborough, England: Adam Matthew Publications, 1996. 62 reels)","Marlborough, England: Adam Matthew Publications",1996,62,reels,
popII,Popular newspapers during World War II.," (Marlborough, Eng. : Adam Matthew Publications, 1992. 83 reels).","Marlborough, Eng. : Adam Matthew Publications",1992,83,reels,
PDDE,"President Dwight D. Eisenhower's Office Files, 1953-1961."," (Bethesda, MD : University Publications of America, c1990. 64 reels)","Bethesda, MD : University Publications of America",c1990,64,reels,
PFDR,"President Harry S. Truman's Office Files, 1945-1953."," . (Frederick, MD : University Publications of America, c1989. 84 reels).",". (Frederick, MD : University Publications of America",c1989,84,reels,
PFDR,"President Franklin D. Roosevelt's Office Files, 1933-1945."," (Bethesda, MD : University Publications of America, c1990. 167 reels).","Bethesda, MD : University Publications of America",c1990,167,reels,
PT1728,"Poalei Tsion, 1917-1928."," (Leiden, The Netherlands : IDC, 1998. 5039 fiches).","Leiden, The Netherlands : IDC",1998,5039,fiches,
prjfk,"President John F. Kennedy's office files, 1961-1963."," (Frederick, MD: University Publications of America, 1989. 103 reels)","Frederick, MD: University Publications of America",1989,103,reels,
prov,"Province in rebellion: a documentary history of the founding of the Commonwealth of Massachusetts, 1774-1775."," (L. Kinvin Wroth; George H. Nash III; Joel Meyerson. Cambridge, MA Harvard University Press, 1975. 31 microfiches)","L. Kinvin Wroth; George H. Nash III; Joel Meyerson. Cambridge, MA Harvard University Press",1975,31,microfiches,
pur,Publications Proscribed by the Government of India.," (Woodbridge, Conn. : Research Publications, 1985. 35 reels)","Woodbridge, Conn. : Research Publications",1985,35,reels,
pur,"Public utilities reports, containing decisions of the regulatory comissions and of state and federal courts."," (Washington, D.C., Rochester, N.Y., Public Utilities Reports, Inc., 1934-1953)","Washington, D.C., Rochester, N.Y., Public Utilities Reports, Inc.",,0,,
RAFERL,Radio Free Europe-Radio Liberty.," (Zug, Switzerland: Inter Documentation Company, 1982. 3,977 fiche).","Zug, Switzerland: Inter Documentation Company",1982,3977,fiche,
rsv,"Records of a Scottish village: Lasswade, 1650-1750."," (Cambridge, Cambridgeshire: Chadwyck-Healey, 1982. 6 microfiches)","Cambridge, Cambridgeshire: Chadwyck-Healey",1982,6,microfiches,
rev,"Records of an English village: Earls Colne, 1400-1750."," (Cambridge, Cambridgeshire: Chadwyck-Healey, 1980- . 70 microfiches)","Cambridge, Cambridgeshire: Chadwyck-Healey",1980- ,70,microfiches,
raca,"Records of the American Committee on Africa, 1952-1985 (inclusive)."," (Bethesda, Maryland: University Publications of America, 1993. 51 reels)","Bethesda, Maryland: University Publications of America",1993,51,reels,
RABSP,Records of Ante-bellum Southern Plantations: From the Revolution through the Civil War., (Bethesda : University Publications of America. 639 reels).,,,639,reels,
RBSCP,"Records of the Brotherhood of Sleeping Car Porters. Series A, Holdings of the Chicago Historical Society and the Newberry Library, 1925-1969."," (Bethesda, MD : University Publications of America, 1990. 50 reels).","Bethesda, MD : University Publications of America",1990,50,reels,
RBUIA,"Records of the Bureau of Indian Affairs: Central Classified Files, 1907-1939."," (Bethesda, MD : University Publications of America, 1995. 89 reels).","Bethesda, MD : University Publications of America",1995,89,reels,
RBIA,"Records of the Bureau of Indian Affairs: Central Classified Files, 1907-1939."," (Bethesda, MD : University Publications of America, c1995-<2006>. 89 reels).","Bethesda, MD : University Publications of America",c1995-<2006>,89,reels,
rbr,"Records of the Bureau of Refugees, Freedmen, and Abandoned Lands.",,,,0,,
rce,"Records of the Church of England during the Commonwealth period (1643-61): Comm. I, nos. 1-145."," (Lambeth Palace Library. London: World Microfilms Publications, 1978. 36 reels)",Lambeth Palace Library. London: World Microfilms Publications,1978,36,reels,
ROINS,"Records of the Immigration and Naturalization Service. Series A, Subject Correspondence Files."," (Bethesda, MD : University Publications of America, 1992. 103 reels).","Bethesda, MD : University Publications of America",1992,103,reels,
roci,"Records of the Office of the Secretary of the Interior Relating to the Suppression of the African Slave Trade and Negro Colonization, 1854-1872. (10 reels)",,,,10,reels,
RESOCLC,"Records of the Southern Christian Leadership Conference, 1954-1970."," (Bethesda, MD : University Publications of America, c1995. 82 reels).","Bethesda, MD : University Publications of America",c1995,82,reels,
RSPEGM,Records of Southern Plantations from Emancipation to the Great Migration.," (Frederick, MD : University Publications of America, c2000. 207 reels).","Frederick, MD : University Publications of America",c2000,207,reels,
RESUACB,"Records of the Subversive Activities Control Board, 1950-1972."," (Frederick, MD : University Publications of America, c1988. 102 reels).","Frederick, MD : University Publications of America",c1988,102,reels,
REUSNWCT,"Records of the United States Nuernberg War Crimes Trials: United States of America v. Otto Ohlendorf et al. (case IX) September 15, 1947-April 10, 1948."," (Washington : National Archives and Records Service, General Services Administration, 1973. 38 reels).","Washington : National Archives and Records Service, General Services Administration",1973,38,reels,
RECBHL,"Renaissance Commonplace Books from the British Library, London."," (Marlborough, Wiltshire, England : Adam Matthew Publications, 2002. 15 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",2002,15,reels,
RECBHL,Renaissance Commonplace Books from the Huntington Library.," (Marlborough, Wiltshire, England : Adam Matthew Publications, 1994. 4 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",1994,4,reels,
rwbus,"Records of the Women's Bureau of the U.S. Department of Labor, Part 1, 1918-1965 (inclusive). (68 reels)", (United States. Women's Bureau. ,"Frederick, Maryland: University Publications of America",-1986,0,,
RUSAG,"Russian Avant-garde, 1904-1946."," (Leiden, Netherlands: IDC, 2005. 1,361 fiche).","Leiden, Netherlands: IDC",2005,1361,fiche,
russ,Russian history and culture: scarce books on 19th and 20th century Russia from the Helsinki University Library.," (Ann Arbor, MI: University Microfilms International, 1978- )","Ann Arbor, MI: University Microfilms International",-1978,0,,
RUSIFA,"Russian Intelligence Files on Asia, 1651-1917."," (Leiden : IDC Publishers, 2006. 93 reels).",Leiden : IDC Publishers,2006,93,reels,
RUSMILINT,"Russian Military Intelligence on Asia: Secret Prints, 1883-1913."," (Leiden: IDC Publishers, 2006. 502 fiche).",Leiden: IDC Publishers,2006,502,fiche,
rnlc,Russian National Library Catalog," (Leiden: IDC. 4,000+ fiches)",Leiden: IDC.,,4000,fiches,
RUSPEC,"Russian Peasantry on the Eve of Collectivization [Special Dynamics Census of the Peasantry], 1920-1924."," (Woodbridge, CT: Research Publications, 1998. 278 reels).","Woodbridge, CT: Research Publications",1998,278,reels,
RURE,Russian Revolutionary Literature at Houghton Library of Harvard University.," (New Haven, Conn.: Research Publications, 1973. 47 reels).","New Haven, Conn.: Research Publications",1973,47,reels,
RUSPEC,"Russia's Student Press, 1901-1917."," (Leiden: IDC, 2005. 349 fiche).",Leiden: IDC,2005,349,fiche,
RUSOJP,"Russo-Japanese War, 1904-1905."," (Woodbridge, CT: Research Publications, 2002. 168 reels).","Woodbridge, CT: Research Publications",2002,168,reels,
RUSOTURKW,"Russo-Turkish War, 1877-1878: From the Holdings of the Russian State Military History Archive."," (Woodbridge, CT: Primary Source Microfilm, 2004. 120 reels).","Woodbridge, CT: Primary Source Microfilm",2004,120,reels,
sah,Sahel collection.," (Ann Arbor, MI: University Microfilms International, 1980. 2134 microfiches)","Ann Arbor, MI: University Microfilms International",1980,2134,microfiches,
SANFIM,"Sanborn Fire Insurance Maps, [Chicago], Illinois."," (Teaneck, N.J. : Chadwyck-Healey, 1983. 25 reels).","Teaneck, N.J. : Chadwyck-Healey",1983,25,reels,
SANTKPVC,"Sankt-Peterburgskiia Vedomosti Collection, 1728-1917.", (426 reels).,,,426,reels,
sba,Scandinavian biographical archive.," (London; New York: K. G. Saur, 1990-. 847 microfiches)",London; New York: K. G. Saur,1990-,847,microfiches,
SECRPHSK,The Secret Police of Hetman Skoropadsky: Papers of the Provisional Government of Ukraine.," (Minneapolis: East View Information Services, 2006. 53 reels).",Minneapolis: East View Information Services,2006,53,reels,
seld,"Selected Documents of Records of the Fair Employment Practice Committee, 1941-1946.", (212 reels),,,212,reels,
SPGLBT,"Selected Periodicals and Newsletters from the Gay, Lesbian, Bisexual, Transgender Historical Society."," (Woodbridge, CT: Primary Source Microfilm, 2004. 106 reels).","Woodbridge, CT: Primary Source Microfilm",2004,106,reels,
SEXGEN,"Sex and Gender: Manuscript Sources from the Public Record Office. Parts 1 & 2, Empire and Suffrage."," (Marlborough: Adam Matthew, 2002. 36 reels).",Marlborough: Adam Matthew,2002,36,reels,
SEXSEX,"Sex and Sexuality, 1640-1940: Literary, Medical and Sociological Perspectives"," (Marlborough, Wiltshire, England] : Adam Matthew Publications, 2002. 38 reels)","Marlborough, Wiltshire, England] : Adam Matthew Publications",2002,38,reels,
SIXT,Sixteenth- and Seventeenth- Century Newsletters.," (Marlborough, Eng.: Adam Matthew, 2002. 18 reels).","Marlborough, Eng.: Adam Matthew",2002,18,reels,
SIXTSEVEN,"Sixteenth- and Seventeenth- Century Manuscripts from the Rawlinson Collection in the Bodleian Library, Oxford."," (Brighton, Sussex : Harvester Press Microform Publications ; Woodbridge, CT ; Reading, England : Research Publications, [1982?]-1993. 142 reels).","Brighton, Sussex : Harvester Press Microform Publications ; Woodbridge, CT ; Reading, England : Research Publications",[1982?]-1993,142,reels,
SHAKE,"Shakespeare and The Stage. Series one, Prompt Books from the Folger Shakespeare Library, Washington, D.C."," (Brighton, Sussex : Harvester Microform, 1985. 86 reels).","Brighton, Sussex : Harvester Microform",1985,86,reels,
slav,"Slave narratives: a folk history of slavery in the United States from interviews with former slaves, 1936-1938 (inclusive)."," (Federal Writers' Project. Washington DC: Library of Congress, 1941. 168 microfiches)",Federal Writers' Project. Washington DC: Library of Congress,,168,microfiches,
SLAVA,Slavery in Ante-bellum Southern Industries.," (Bethesda, MD : University Publications of America, 1996. 134 reels).","Bethesda, MD : University Publications of America",1996,134,reels,
SLAVT,"Slavery Tracts & Pamphlets from the West India Committee Collection Now at the Institute of Commonwealth Studies. (London, England : World Microfilms Publications, 1982. 28 reels).",,,1982,28,reels,
soc,"Social and political status of women in Britain, radical and reforming periodicals for and by women."," (Brighton, Sussex, England: Harvester Press, 1983. 17 reels)","Brighton, Sussex, England: Harvester Press",1983,17,reels,
sour,"Sources for the history of the British in the Middle East, 1800-1978."," (Diana Grimwook-Jones. London: Mansell, 1979. 22 microfiches)",Diana Grimwook-Jones. London: Mansell,1979,22,microfiches,
saw,South Africa: the War of 1899-1902 and the Chinese labour question.," (East Ardsley, Wakefield, West Yorkshire, England: Microform Ltd., 1983. 9 reels)","East Ardsley, Wakefield, West Yorkshire, England: Microform Ltd.",1983,9,reels,
SAPD,"South African Press Digests, 1949-1972. (Todmorden, Lancashire : Altair Pub., c1994. 140 microfiches).",,"Todmorden, Lancashire : Altair Pub.",c1994,140,microfiches,
stf,"Southern Tenant Farmers' Union Papers, 1934-1970.", (60 reels),,,60,reels,
swtf,Southern Women and Their Families in the 19th Century: Papers and Diaries.," (Ed. Anne Firor Scott. Bethesda, MD: University Publications of America, 1991-1996. 509 reels)","Ed. Anne Firor Scott. Bethesda, MD: University Publications of America",1991-1996,509,reels,
soba,"Soviet biographic archive, 1954-1985."," (Cambridge; Alexandia, VA: Chadwyk-Healey, in association with Radio Free Europe-Radio Liberty Inc. and the Hoover Institution, 1986. 2,812 microfiches)","Cambridge; Alexandia, VA: Chadwyk-Healey, in association with Radio Free Europe-Radio Liberty Inc. and the Hoover Institution",1986,2812,microfiches,
SCWC,The Spanish Civil War Collection.," (Woodbridge, Conn.: Research Publications, 1987. 57 reels).","Woodbridge, Conn.: Research Publications",1987,57,reels,
SPAD,Spanish drama of the golden age: the Comedia collection in the University of Pennsylvania Libraries.," (New Haven, CT: Research Publications, 1971. 86 reels)","New Haven, CT: Research Publications",1971,86,reels,
spaga,Spanish rare books of the golden age.," (Woodbridge, CT: Research Publications Inc., 1985. 204 reels)","Woodbridge, CT: Research Publications Inc.",1985,204,reels,
stadt,Stadt- und Universitatsbibliothek Frankfurt am Main., (Flugschriftensammlung Gustav Freytag. Munich; New York: K.G. Saur. 1980-1981. 746 microfiches),Flugschriftensammlung Gustav Freytag. Munich; New York: K.G. Saur,1980-1981,746,microfiches,
sss,"State slavery statutes, 1789-1865.", (354 microfiches),,,354,microfiches,
stw,"Strafford, Thomas Wentworth, Earl of, 1593-1641."," (Crown servants. Series one, The papers of Thomas Wentworth, 1st Earl of Strafford, 1593-1641. Marlborough, Wiltshire, England: Adam Matthews Publications, 1994. 20 reels)","Crown servants. Series one, The papers of Thomas Wentworth, 1st Earl of Strafford, 1593-1641. Marlborough, Wiltshire, England: Adam Matthews Publications",1994,20,reels,
sds,"Students for a Democratic Society papers, 1958 through 1970."," (Teaneck, NJ: Exclusive distribution by Chadwyck-Healey, 1977. 41 reels)","Teaneck, NJ: Exclusive distribution by Chadwyck-Healey",1977,41,reels,
SNVCCP,"Student Nonviolent Coordinating Committee Papers, 1959-1972."," (Sanford, N.C.: Microfilming Corporation of America, 1982. 73 reels).","Sanford, N.C.: Microfilming Corporation of America",1982,73,reels,
SWMS,Swahili Manuscripts from the School of Oriental and African Studies.," (Marlborough, Wiltshire, England : Adam Matthew Publications, 2004. 45 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",2004,45,reels,
tedb,The Talmud Editions of D. Bomberg.,"(Leiden, The Netherlands : IDC, 1997. 433 fiches).","Leiden, The Netherlands : IDC",1997,433,fiches,
TEMPPP,"Temperance and Prohibition Papers, 1830-1933."," (Columbus: Ohio Historical Society, 1977. 415 reels).",Columbus: Ohio Historical Society,1977,415,reels,
tirf,Terrorism: an international resource file.,"(Ann Arbor, Mich: University Microfilms, 1988-)",,-1988,0,,
tthol,"Testaments to the Holocaust. Series One, Archives of the Wiener Library, London.","(Woodbridge, CT : Primary Source Media, 1998. 76 reels).","Woodbridge, CT : Primary Source Media",1998,76,reels,
thom,"Thomason tracts: the pamphlets, books, newspapers, and manuscripts, collected by George Thomason, 1640-1661."," (Ann Arbor, MI: University Microfilms International, 1977. 255 reels)","Ann Arbor, MI: University Microfilms International",1977,255,reels,
three,Three centuries of English and American plays.," (Henry Willis Wells. New York: Readex Microprint Corporation, 1952-55. 30 boxes of microprints)",Henry Willis Wells. New York: Readex Microprint Corporation,1952-55,30,boxes of microprints,
trade,Trade catalogues at Winterthur.,,,,0,,
tuc,Trades Union Congress.,(The archives of the Trades UnionCongress),,,0,,
tfpp,"Transcripts and files of the Paris peace talks on Vietnam, 1968-1973.","(Frederick, MD: University Publications of America, 1982. 12 reels)","Frederick, MD: University Publications of America",1982,12,reels,
tusk,"Tuskegee Institute News Clipping File, 1899-1966.", (252 reels),,,252,reels,
und,Underground newspaper collection.," (Wooster, OH: Bell & Howell, 1965/66- . 476 reels)","Wooster, OH: Bell & Howell",1965-1966,476,reels,
USARCW,The United States and the Russian Civil War: the Betty Miller Unterberger Collection of Documents.," (Wilmington, Del.: Scholarly Resources, 2001-2002. 25 reels).","Wilmington, Del.: Scholarly Resources",2001-2002,25,reels,
usjcs,"United States. Joint Chiefs of Staff. Records of the Joint Chiefs of Staff: part 2, 1946-53: Europe and NATO."," (Washington DC: University Publications of America, 1980. 9 reels)",Washington DC: University Publications of America,1980,9,reels,
ussu,"United States. Joint Chiefs of Staff. Records of the Joint Chiefs of Staff: part 2, 1946-1953: the Soviet Union."," (Washington, DC: University Publications of America, 1979. 7 reels)","Washington, DC: University Publications of America",1979,7,reels,
umir,U.S. military intelligence reports.," (Frederick, Maryland, University Publications of America, Inc.)","Frederick, Maryland, University Publications of America, Inc.",,0,,
oss,United States. Office of Strategic Services. O.S.S./State Department intelligence and research reports.," (Washington, DC: University Publications of America, 1977-1980.)","Washington, DC: University Publications of America",1977-1980,0,,
utah,Utah and the Mormons.," (New Haven, CT: Research Publications, Inc., 1968. 56 reels)","New Haven, CT: Research Publications, Inc.",1968,56,reels,
vvbs,"Verslag can bestuur en staat van Nederlandsch-Indie, Suriname en Curacao.",,,,0,,
vic,Victoria & Albert Museum early rare photographic collection.," (London: World Microfilms Publication, 1980. 24 reels)",London: World Microfilms Publication,1980,24,reels,
war,"The war in Vietnam: classified histories by the National Security Council, 1964-1968. (Frederick, Maryland, University Publications of America, 1981. 8 reels)",,"Frederick, Maryland, University Publications of America",1981,8,reels,
WAR2,The War in Vietnam: Papers of William C.Westmoreland.," (Bethesda, MD : University Publications of America, c1993. 25 reels).","Bethesda, MD : University Publications of America",c1993,25,reels,
WOP,"The War on Poverty, 1964-1968"," (Frederick, MD : University Publications of America, c1986. 69 reels).","Frederick, MD : University Publications of America",c1986,69,reels,
WAGE1,"Western Aid and the Global Economy. Series One, The Save the Children Fund archive, London."," (London: Primary Source Microfilm, 2002. 60 reels).",London: Primary Source Microfilm,2002,60,reels,
wes,"Western Americana: frontier history of the Trans-Mississippi West, 1550-1900."," (New Haven, CT: Research Publications Inc., 1977-1978. 617 reels)","New Haven, CT: Research Publications Inc.",1977-1978,617,reels,
WESTB,Western Books: the Middle East from the Rise of Islam.," (Woodbridge, CT : Research Publications International, 1995. 10,000 fiches).","Woodbridge, CT : Research Publications International",1995,10000,fiches,
WSRP,"Wilberforce, Slavery, Religion and Politics: Series One: The Wilberforce papers from the Bodleian Library, Oxford."," (Marlborough, Wiltshire, England : Adam Matthew Publications, 1998. 50 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",1998,50,reels,
WHP,The William Hastie Papers.," (Frederick, MD : University Publications of America, c1986. 107 reels).","Frederick, MD : University Publications of America",c1986,107,reels,
MSWCP,"The Sir Winston Churchill Papers, 1874-1965: from the Churchill Archives Centre, Churchill College, Cambridge."," (Woodbridge: Primary Source Microfilm, 2002. 1,399 reels)",Woodbridge: Primary Source Microfilm,2002,1399,reels,
wwb,The Wisconsin/Warner Bros. Screenplay Series.," (Woodbridge, CT: Research Publications, 1988-1991. 74 reels)","Woodbridge, CT: Research Publications",1988-1991,74,reels,
WOADW,Women Advising Women.," (Marlborough, Wiltshire, England : Adam Matthew Publications, 1992. 131 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",1992,131,reels,
wlm,"Women and the labour movement: conference reports and journals of the Women's Labour League and the Labour Party Women's Organisation, 1906-1977."," (Sussex, England: Harvester, 1985. 247 microfiches)","Sussex, England: Harvester",1985,247,microfiches,
WVV,"Women and Victorian Values, 1837-1910: Advice Books, Manuals and Journals for Women."," (Marlborough, Wiltshire, England : Adam Matthew Publications, 1994-2001. 49 reels).","Marlborough, Wiltshire, England : Adam Matthew Publications",1994-2001,49,reels,
WEL,"Women, Education, and Literature: The Papers of Maria Edgeworth, 1768-1849."," (Marlborough, Wiltshire, England: Adam Matthew Publications, 1996-<2004>. 80 reels.)","Marlborough, Wiltshire, England: Adam Matthew Publications",1996-<2004>,80,reels,
wip,Women in Peru: A Collection of Pamphlets.," (Princeton, NJ: Princeton University Library, 1984. 1 reel)","Princeton, NJ: Princeton University Library",1984,1,reels,
WACUL,Women's Autobiographies from Cambridge University Library.," (Marlborough, Wiltshire, England : Adam Matthew, 1999. 22 reels).","Marlborough, Wiltshire, England : Adam Matthew",1999,22,reels,
WOWK,"The Women at Work Collection, from the Imperial War Museum, Lambeth, London."," (Brighton, Sussex: Harvester Microforms, c1984-1986. 91 reels).","Brighton, Sussex: Harvester Microforms",c1984-1986,91,reels,
wil,"Women's International League for Peace and Freedom papers, 1915-1978."," (Ann Arbor, MI: Microfilming Corporation of America, 1983. 114 reels)","Ann Arbor, MI: Microfilming Corporation of America",1983,114,reels,
WJS,"Women's Journals, 1919-1968: From Franchise to Feminism, Part 1: EVE."," (Marlborough, Wiltshire, [England] : Adam Matthew, 1997. 26 reels).","Marlborough, Wiltshire, [England] : Adam Matthew",1997,26,reels,
wmic,"The Women's movement in Cuba, 1898-1958: the Stoner collection on Cuban feminism."," (Wilmington, DE: Scholarly Resources, Inc., 1991. 13 reels)","Wilmington, DE: Scholarly Resources, Inc.",1991,13,reels,
WAMRB,"Women and Medicine: Remedy Books, 1533-1865: From the Wellcome Library for the History and Understanding of Medicine, London."," (Woodbridge, Conn., USA; Reading, Berkshire, United kingdom: Primary Source Microfilm : Thomson Gale, 2004. 35 reels).","Woodbridge, Conn., USA; Reading, Berkshire, United kingdom: Primary Source Microfilm : Thomson Gale",2004,35,reels,
wtu,"Papers of the Women's Trade Union League and Its Principal Leaders, 1855-1964."," (Woodbridge, CT: Research Publications, 1981. 131 reels)","Woodbridge, CT: Research Publications",1981,131,reels,
WPW,"Women, Politics and Welfare: the Papers of Nancy Astor, 1879-1964 from Reading University Library."," (Marlborough: Adam Matthew Publications, 1994. 44 reels).",Marlborough: Adam Matthew Publications,1994,44,reels,
WSP,"Women, Suffrage and Politics: The Papers of Sylvia Pankhurst, 1863-1952."," (Reading, Berkshire, England, Adam Matthew Publications. 1991. 37 reels)","Reading, Berkshire, England; Adam Matthew Publications.",1991,37,reels,
wwvb,"Working women in Victorian Britain, 1850-1910: the diaries and letters of Arthur J. Munby (1828-1910) and Hannah Cullwick (1833-1909) from Trinity College, Cambridge."," (Marlborough, Wiltshire, England: Adam Matthew Publications, 1993. 28 reels)","Marlborough, Wiltshire, England: Adam Matthew Publications",1993,28,reels,
wep,World Employment Programme (WEP) research working papers in microfiche form.," (Geneva: ILO, 225 microfiches)",Geneva: ILO,,225,microfiches,
WW2D1,"World War II Documents. Part 1, Postcards Home: Postcards of Ukrainian Forced Labor Workers from Nazi Germany, From the Holdings of Kiev Regional Archive, Kiev, Ukraine.", (Woodbridge CT: Primary Source Microfilm. 2003. 75 reels).,Woodbridge CT: Primary Source Microfilm,2003,75,reels,
WW2D2,"World War II Documents. Part 2, From Bolshevism to the New Order: Museum Archive of the Transitional Period in Kyiv, 1942, From the Holdings of Kiev Regional Archive, Kiev, Ukraine."," (Woodbridge CT: Primary Source Microfilm, 2003. 16 reels).",Woodbridge CT: Primary Source Microfilm,2003,16,reels,
WW2D3,"World War II Documents. Part 3, The Long Road Home: Documents of Ukrainian Forced Labor Workers Detained in Soviet Filtration Camps in Germany, From the State Archive of Kiev Oblast."," (Woodbridge CT: Primary Source Microfilm, 2003. 59 reels).",Woodbridge CT: Primary Source Microfilm,2003,59,reels,
waf,Wright American fiction.," (New Haven, CT: Research Publications Inc.)","New Haven, CT: Research Publications Inc.",,0,,
WRAF,"Wright American Fiction, Volume 1, 1774-1850."," (New Haven : Research Publications, 1974. 184 reels).",New Haven : Research Publications,1974,184,reels,
ycgl,Yale Collection of German literature.," (German Baroque literature: Yale University Library Collection. New Haven, CT: Research Publications Inc., 1970-1971. 656 reels)","German Baroque literature: Yale University Library Collection. New Haven, CT: Research Publications Inc.",1970-1971,656,reels,
zem1,Zemstvo Statistics.," (Leiden: IDC, 1990-99. 10,888 fiches)",Leiden: IDC,1990-1999,10888,fiches,
